MSOA21CD,Medianage
E02002812,40
E02002813,31
E02002814,50
E02002815,29
E02002816,41
E02002817,43
E02002818,32
E02002819,38
E02002820,36
E02002821,32
E02002822,39
E02002823,42
E02002824,36
E02002825,42
E02002826,40
E02002827,36
E02002828,41
E02002829,34
E02002830,33
E02002831,40
E02002832,39
E02002833,37
E02002834,35
E02002836,38
E02002837,31
E02002838,32
E02002839,37
E02002842,31
E02002843,33
E02002844,32
E02002845,35
E02002846,42
E02002847,34
E02002848,31
E02002849,27
E02002851,41
E02002852,32
E02002853,32
E02002854,35
E02002855,31
E02002856,32
E02002857,33
E02002858,45
E02002860,40
E02002861,32
E02002862,35
E02006815,35
E02006817,31
E02006819,32
E02006850,22
E02006851,22
E02006964,33
E02006965,35
E02002863,38
E02002864,45
E02002865,49
E02002866,51
E02002867,50
E02002868,44
E02002869,36
E02002871,40
E02002872,36
E02002873,34
E02002874,37
E02002875,35
E02002876,38
E02002877,40
E02002878,30
E02002879,33
E02002880,32
E02002881,35
E02002882,35
E02002883,36
E02002884,30
E02002885,28
E02002886,34
E02002887,41
E02002888,34
E02002889,20
E02002890,22
E02002891,37
E02002892,37
E02002893,21
E02002895,22
E02002896,31
E02002897,44
E02002898,21
E02002901,42
E02002902,32
E02002903,41
E02002904,36
E02006834,38
E02006904,25
E02006905,32
E02007082,24
E02005612,43
E02005613,39
E02005614,35
E02005615,40
E02005616,38
E02005617,35
E02005629,50
E02005630,47
E02005631,45
E02005632,49
E02005633,42
E02005634,40
E02005635,42
E02005636,41
E02005637,38
E02005638,46
E02005639,51
E02005640,42
E02005641,41
E02005642,43
E02005643,35
E02005644,33
E02005645,39
E02005646,46
E02005647,41
E02005648,41
E02005692,48
E02005693,38
E02005694,46
E02005695,35
E02005696,36
E02005697,39
E02005698,41
E02005699,36
E02005700,48
E02005701,47
E02006862,41
E02006863,34
E02007070,44
E02007071,38
E02005619,49
E02005620,45
E02005621,47
E02005622,46
E02005623,40
E02005624,38
E02005625,42
E02005626,36
E02005627,47
E02005628,47
E02005650,37
E02005651,49
E02005652,44
E02005653,33
E02005654,35
E02005655,46
E02005656,34
E02005657,44
E02005658,33
E02005659,41
E02005660,38
E02005661,35
E02005662,40
E02005663,43
E02005664,38
E02005665,39
E02005666,33
E02005667,41
E02005668,45
E02005669,47
E02005670,32
E02005671,34
E02005672,31
E02005673,37
E02005674,33
E02005675,35
E02005676,38
E02005677,33
E02005679,39
E02005680,40
E02005681,47
E02005682,46
E02005683,41
E02005684,47
E02005685,41
E02005686,48
E02005687,47
E02005688,43
E02005689,38
E02005690,43
E02005691,47
E02007072,32
E02007073,37
E02004029,41
E02004030,53
E02004031,38
E02004032,49
E02004033,45
E02004034,52
E02004035,53
E02004036,44
E02004037,46
E02004038,48
E02004039,47
E02004040,42
E02004041,43
E02004043,46
E02004044,45
E02006827,40
E02004045,46
E02004046,48
E02004047,38
E02004048,41
E02004049,49
E02004050,38
E02004051,42
E02004052,43
E02004053,41
E02004054,45
E02004055,46
E02004056,38
E02004057,39
E02004058,41
E02004059,49
E02004060,45
E02004061,44
E02004062,49
E02004063,50
E02004064,38
E02004065,53
E02004066,45
E02004067,42
E02004068,53
E02004069,55
E02004072,51
E02004073,51
E02004074,51
E02004075,54
E02004076,44
E02004077,49
E02007029,53
E02004078,40
E02004080,39
E02004081,50
E02004082,51
E02004083,39
E02004084,42
E02004085,44
E02004086,47
E02004087,40
E02004088,47
E02004089,37
E02004090,49
E02004091,45
E02004092,43
E02006828,42
E02004093,42
E02004094,40
E02004095,44
E02004096,48
E02004097,48
E02004098,47
E02004100,49
E02004102,50
E02004103,40
E02004104,47
E02006872,49
E02004105,45
E02004106,53
E02004108,47
E02004109,52
E02004110,47
E02004111,49
E02004112,55
E02004113,39
E02004114,49
E02004115,48
E02004116,42
E02004117,46
E02006804,42
E02004118,43
E02004119,39
E02004120,38
E02004121,41
E02004122,46
E02004123,49
E02004124,43
E02004125,43
E02004126,43
E02004128,46
E02006919,37
E02006920,37
E02005334,40
E02005335,47
E02005336,37
E02005337,40
E02005338,40
E02005339,43
E02005340,44
E02005341,40
E02005342,45
E02005343,45
E02005344,42
E02006820,45
E02005345,43
E02005346,33
E02005347,22
E02005348,49
E02005349,41
E02005350,44
E02005351,20
E02005352,48
E02005353,35
E02005354,43
E02005355,44
E02005356,47
E02005357,39
E02005358,40
E02005359,42
E02005360,50
E02005361,44
E02005362,41
E02005363,41
E02005364,44
E02005365,43
E02005366,42
E02005368,51
E02005369,44
E02005370,42
E02005371,47
E02005372,49
E02005373,45
E02005374,44
E02005375,44
E02005376,44
E02006816,43
E02005377,45
E02005378,45
E02005379,46
E02005380,50
E02005381,47
E02005382,42
E02005383,43
E02005384,48
E02005385,48
E02005386,39
E02005387,39
E02005388,40
E02005389,48
E02005390,45
E02005391,51
E02005392,45
E02005393,48
E02005394,40
E02005395,46
E02005396,52
E02005397,45
E02005398,41
E02005399,40
E02005400,49
E02005401,48
E02005402,46
E02005403,47
E02005404,43
E02005405,43
E02005406,37
E02005407,39
E02005408,45
E02005409,41
E02005412,43
E02005414,40
E02005415,39
E02005416,48
E02006818,44
E02006966,35
E02006967,41
E02005417,52
E02005418,36
E02005419,36
E02005420,39
E02005422,48
E02005423,43
E02006864,45
E02006865,44
E02005424,53
E02005425,53
E02005426,44
E02005427,49
E02005428,56
E02005429,65
E02005430,55
E02005431,54
E02005432,55
E02005433,59
E02005434,49
E02005435,51
E02005436,51
E02005437,45
E02005438,48
E02005439,47
E02005440,52
E02005441,53
E02005442,35
E02005443,39
E02005444,35
E02005445,31
E02005446,21
E02005447,29
E02005448,35
E02005449,29
E02005450,46
E02005451,35
E02005452,44
E02005453,50
E02005455,43
E02005456,39
E02005457,48
E02005458,52
E02005459,49
E02005460,39
E02005461,55
E02005462,41
E02005463,42
E02005464,53
E02006866,39
E02006867,47
E02005465,50
E02005466,51
E02005467,46
E02005468,50
E02005469,45
E02005470,39
E02005471,42
E02005472,49
E02005473,42
E02005474,51
E02005475,45
E02005476,51
E02005477,53
E02005478,45
E02005479,43
E02005480,35
E02005481,37
E02005482,49
E02005483,50
E02005484,49
E02005485,41
E02005486,43
E02005487,51
E02005488,47
E02005489,46
E02005490,43
E02005491,45
E02005492,51
E02005493,48
E02005494,51
E02005495,40
E02005496,51
E02005497,37
E02005498,55
E02005499,46
E02005500,48
E02005501,50
E02005502,48
E02005819,46
E02005820,49
E02005821,40
E02005822,36
E02005823,39
E02005824,45
E02005825,43
E02005826,37
E02005827,42
E02005828,45
E02005829,47
E02005830,50
E02005831,40
E02005832,39
E02005833,46
E02005834,36
E02005835,42
E02005836,50
E02005837,48
E02005838,46
E02005839,49
E02005840,39
E02005842,45
E02005843,41
E02005844,41
E02005846,35
E02005847,45
E02005848,49
E02005849,50
E02006903,48
E02005850,49
E02005851,40
E02005852,49
E02005853,47
E02005856,49
E02005857,40
E02005858,35
E02005859,41
E02005860,33
E02005861,39
E02005862,41
E02005863,48
E02005864,45
E02006906,46
E02005865,49
E02005866,48
E02005868,42
E02005869,39
E02005870,39
E02005871,47
E02005872,49
E02005873,47
E02005874,45
E02005875,39
E02005876,44
E02005877,40
E02005878,44
E02005879,37
E02006835,43
E02005880,41
E02005881,42
E02005882,48
E02005883,39
E02005884,46
E02005885,42
E02005886,42
E02005887,36
E02005888,37
E02005889,41
E02005890,48
E02005891,38
E02005892,43
E02005893,41
E02005894,40
E02005895,53
E02005896,53
E02005897,49
E02005898,42
E02005899,38
E02005900,50
E02005901,40
E02005902,42
E02005903,46
E02005904,46
E02005905,50
E02005906,51
E02005907,43
E02005908,48
E02005909,40
E02005910,33
E02005911,43
E02005912,44
E02005913,42
E02005914,39
E02005915,52
E02005916,42
E02005917,54
E02005918,49
E02005919,39
E02005920,46
E02002905,54
E02002906,44
E02002907,46
E02002908,54
E02002909,53
E02002910,54
E02002911,49
E02002912,47
E02002913,55
E02002914,44
E02002915,45
E02002916,39
E02002917,41
E02002918,48
E02002919,38
E02002920,45
E02002921,35
E02002922,52
E02002923,51
E02002924,53
E02002925,48
E02002926,49
E02002927,54
E02002928,46
E02002929,47
E02002930,41
E02002931,47
E02002932,37
E02002933,47
E02002934,43
E02002935,43
E02002936,33
E02002937,49
E02002938,37
E02002939,43
E02002940,44
E02002941,41
E02002942,38
E02002944,35
E02002945,38
E02002946,44
E02002947,36
E02002948,31
E02002949,48
E02002950,38
E02007050,33
E02007051,34
E02002951,45
E02002952,36
E02002953,42
E02002954,40
E02002955,33
E02002956,38
E02002957,47
E02002958,38
E02002959,34
E02002960,45
E02002961,34
E02002962,36
E02002963,37
E02002964,45
E02002965,29
E02002966,28
E02002967,33
E02002968,36
E02002969,34
E02002970,37
E02002973,37
E02002974,45
E02002975,45
E02002976,40
E02002977,49
E02002978,35
E02002979,32
E02002980,50
E02002981,36
E02002982,34
E02002983,47
E02002984,49
E02006974,40
E02006008,42
E02006009,41
E02006010,50
E02006011,51
E02006012,53
E02006013,53
E02006014,53
E02006015,47
E02006016,51
E02006017,51
E02006018,45
E02006019,47
E02006020,43
E02006021,50
E02006022,47
E02006023,46
E02006024,43
E02006025,47
E02006026,49
E02006027,52
E02006028,49
E02006029,38
E02006030,37
E02006031,41
E02006032,41
E02006033,46
E02006034,43
E02006035,53
E02006036,46
E02006037,45
E02006038,46
E02006039,50
E02006040,51
E02006041,54
E02006042,59
E02006043,52
E02006044,57
E02006045,52
E02006046,53
E02006118,49
E02006119,41
E02006120,41
E02006121,41
E02006122,38.5
E02006123,43
E02006124,39
E02006125,42
E02006126,43
E02006127,39
E02006128,49
E02006129,38
E02006130,40
E02006131,49
E02006132,39
E02006133,44
E02006134,47
E02006135,49
E02006136,50
E02006137,38
E02006138,32
E02006139,33
E02006140,41
E02006141,32
E02006142,49
E02006143,38
E02006144,40
E02006145,49
E02006146,44
E02006147,46
E02006148,51
E02006149,43
E02006150,50
E02006151,43
E02006152,44
E02006153,42
E02006154,52
E02006155,39
E02006156,51
E02006157,41
E02006158,49
E02006159,43
E02006160,42
E02006161,48
E02006162,47
E02006163,40
E02006164,38
E02006165,41
E02006166,46
E02006167,35
E02006168,37
E02006169,27
E02006170,50
E02006171,43
E02006172,50
E02006173,53
E02006174,48
E02006175,41
E02006176,52
E02006177,47
E02006178,48
E02006179,41
E02006180,46
E02006181,46
E02006182,48
E02006185,49
E02006186,51
E02006187,54
E02006982,48
E02006188,50
E02006189,53
E02006190,44
E02006191,50
E02006192,48
E02006193,43
E02006194,40
E02006195,52
E02006196,36
E02006197,35
E02006198,42
E02006199,50
E02006200,39
E02006201,48
E02006202,52
E02006203,41
E02006204,45
E02006205,53
E02006206,40
E02006207,54
E02006208,44
E02006209,49
E02006210,53
E02006211,52
E02006212,50
E02006213,49
E02006214,47
E02006215,51
E02006216,49
E02006217,44
E02006218,41
E02006219,40
E02006220,45
E02006221,42
E02006222,39
E02006223,34
E02006224,41
E02006225,46
E02006226,37
E02006468,45
E02006469,41
E02006470,44
E02006471,49
E02006472,44
E02006473,46
E02006474,48
E02006475,41
E02006476,34
E02006477,42
E02006478,38
E02006479,37
E02006480,39
E02006481,38
E02006482,39
E02006483,38
E02006484,41
E02006485,52
E02006486,45
E02006487,43
E02006488,54
E02006489,38
E02006490,41
E02006806,41
E02006493,37
E02006494,38
E02006495,47
E02006496,35
E02006497,36
E02006498,38
E02006499,42
E02006500,41
E02006501,42
E02006502,48
E02006503,45
E02007048,47
E02007049,34
E02006504,52
E02006505,53
E02006506,47
E02006507,42
E02006508,46
E02006509,51
E02006510,53
E02006511,46
E02006512,43
E02006513,48
E02006514,51
E02006515,47
E02006516,49
E02006517,44
E02006518,51
E02006519,47
E02006520,47
E02006521,50
E02006522,51
E02006523,38
E02006524,39
E02006525,39
E02006526,42
E02006527,40
E02006528,34
E02006529,38
E02006530,39
E02006531,31
E02006532,39
E02006533,39
E02006696,44
E02006697,51
E02006698,46
E02006699,48
E02006700,50
E02006701,45
E02006702,43
E02006703,45
E02006704,48
E02006705,41
E02006706,48
E02006707,44
E02006708,37
E02006709,45
E02006710,52
E02006711,51
E02006712,51
E02006713,51
E02006714,53
E02006715,45
E02006716,40
E02006717,50
E02006718,53
E02006719,54
E02006720,53
E02006721,42
E02006722,35
E02006723,36
E02006724,34
E02006725,41
E02006726,39
E02006727,44
E02006728,45
E02006729,40
E02006730,33
E02006731,45
E02006732,46
E02006733,47
E02006734,46
E02006735,35
E02006736,41
E02006737,42
E02006738,35
E02006739,36
E02006740,36
E02006741,39
E02006742,35
E02006743,37
E02006744,36
E02006745,45
E02006746,40
E02006747,44
E02006748,44
E02006749,38
E02006750,50
E02006751,47
E02006752,44
E02006753,48
E02006754,51
E02006755,53
E02006756,42
E02006757,54
E02006758,47
E02006759,50
E02006760,50
E02006761,39
E02006762,43
E02006763,41
E02006764,41
E02006765,56
E02006766,54
E02006767,50
E02006768,46
E02006769,45
E02006770,35
E02006771,53
E02006772,47
E02006773,47
E02006774,42
E02006775,37
E02006776,47
E02006777,55
E02006778,48
E02006779,50
E02006780,51
E02001827,45
E02001828,47.5
E02001829,42
E02001830,49
E02001831,39
E02001832,46
E02001833,43
E02001834,35
E02001835,43
E02001836,45
E02001837,34
E02001838,47
E02001839,40
E02001840,35
E02001841,50
E02001842,38
E02001843,39
E02001844,45
E02001845,37
E02001846,36
E02001847,45
E02001848,33
E02001849,32
E02001850,35
E02001851,39
E02001852,36
E02001855,37
E02001856,33
E02001857,34
E02001858,33
E02001859,30
E02001860,33
E02001861,30
E02001862,34
E02001863,29
E02001865,31
E02001866,31
E02001867,29
E02001868,30
E02001869,28
E02001870,28
E02001871,36
E02001872,34
E02001873,31
E02001874,27
E02001875,28
E02001876,21
E02001877,26
E02001878,27
E02001879,31
E02001880,30
E02001881,27
E02001882,33
E02001883,35
E02001884,25
E02001886,34
E02001888,33
E02001889,28
E02001890,34
E02001892,29
E02001893,37
E02001895,36
E02001896,28
E02001897,29
E02001898,41
E02001899,43
E02001900,35
E02001901,36
E02001902,37
E02001903,29
E02001904,32
E02001905,22
E02001906,39
E02001907,38
E02001908,28
E02001909,29
E02001910,30
E02001911,33
E02001913,32
E02001914,35
E02001915,37
E02001916,31
E02001918,39
E02001919,37
E02001920,36
E02001921,36
E02001922,21
E02001923,34
E02001924,35
E02001925,38
E02001926,34
E02001927,36
E02001928,40
E02001929,31
E02001930,38
E02001931,39
E02001932,34
E02001933,37
E02001934,37
E02001935,40
E02001936,43
E02001937,35
E02001938,37
E02001939,46
E02001941,34
E02001942,39
E02001943,39
E02001944,39
E02001945,34
E02001946,43
E02001947,34
E02001948,39
E02001949,36
E02001950,40
E02001951,35
E02001952,36
E02001953,43
E02001954,35
E02001955,36
E02001956,38
E02001957,40
E02006807,39
E02006809,38
E02006895,28
E02006896,29
E02006897,28
E02006898,29
E02006899,29
E02006900,27
E02007038,35
E02007039,29
E02007040,27
E02001958,37
E02001959,38
E02001961,36
E02001962,33
E02001963,42
E02001964,31
E02001965,41
E02001966,30
E02001967,46
E02001968,34
E02001969,36
E02001970,41
E02001971,40
E02001972,30
E02001973,35
E02001974,40
E02001975,38
E02001976,40
E02001977,31
E02001978,35
E02001979,43
E02001980,50
E02001981,24
E02001982,38
E02001983,40
E02001984,36
E02001985,22
E02001986,37
E02001987,31
E02001988,23
E02001989,35
E02001990,43
E02001991,45
E02001992,35
E02001993,30
E02001994,39
E02001995,34
E02001996,34
E02001997,46
E02001998,43
E02001999,22
E02006805,34
E02002000,38
E02002001,43
E02002002,52
E02002003,45
E02002004,40
E02002005,33
E02002006,40
E02002007,46
E02002008,42
E02002009,33
E02002010,35
E02002011,48
E02002012,39
E02002013,51
E02002014,32
E02002015,40
E02002016,36
E02002017,39
E02002018,49
E02002019,37
E02002020,46
E02002021,35
E02002022,36
E02002023,45
E02002024,40
E02002025,37
E02002026,46
E02002027,47
E02002028,49
E02002029,44
E02002030,40
E02002031,38
E02002032,37
E02002033,42
E02002034,42
E02002035,48
E02002036,38
E02002037,46
E02002038,43
E02002039,45
E02002040,52
E02002041,49
E02002042,47
E02002043,37
E02002044,35
E02002045,38
E02002046,34
E02002047,41
E02002048,45
E02002049,37
E02002051,33
E02002052,37
E02002053,40
E02002054,41
E02002055,36
E02002056,34
E02002057,38
E02002058,36
E02002059,38
E02002060,35
E02002061,34
E02002062,36
E02002063,35
E02002064,37
E02002065,32
E02002066,33
E02002067,39
E02002069,38
E02002070,33
E02002071,38
E02002072,39
E02002073,36
E02002074,40
E02002075,40
E02002076,36
E02002077,37
E02002078,42
E02002079,39
E02002080,38
E02006810,41
E02006943,31
E02006944,29
E02002081,49
E02002082,34
E02002083,47
E02002084,35
E02002085,35
E02002086,35
E02002087,34
E02002088,35
E02002089,43
E02002090,38.5
E02002091,42
E02002092,41
E02002093,43
E02002094,48
E02002095,43
E02002096,45
E02002097,48
E02002098,42
E02002099,48
E02002101,43
E02002102,43
E02002103,49
E02002104,49
E02002105,48
E02002106,49
E02002107,47
E02002108,47
E02002109,38
E02006808,39
E02002110,41
E02002111,41
E02002112,47
E02002113,42
E02002114,48
E02002115,40
E02002116,49
E02002117,45
E02002118,37
E02002119,43
E02002120,41
E02002121,35
E02002122,31
E02002123,38
E02002124,48
E02002125,39
E02002126,34
E02002127,32
E02002128,45
E02002129,44
E02002130,34
E02002131,49
E02002132,38
E02002133,41
E02002134,36
E02002135,33
E02002136,37
E02002137,49
E02002138,38
E02002139,32
E02002140,33
E02002141,44
E02002142,32
E02002143,31
E02002144,45
E02002145,33
E02002146,36
E02002147,33
E02002148,42
E02002149,42
E02002150,39
E02002151,39
E02002152,35
E02002153,42
E02002154,34
E02002155,31
E02002156,41
E02002157,43
E02002158,44
E02002159,34
E02002160,41
E02002161,32
E02002162,49
E02002163,34
E02002164,29
E02002165,38
E02002166,37
E02002167,46
E02002168,32
E02002169,47
E02002170,39
E02002171,38
E02002174,44
E02002175,37
E02002176,41
E02002177,34
E02002178,43
E02002179,44
E02002180,42
E02002181,35
E02002182,40
E02006894,34
E02003237,51
E02003238,41
E02003239,46
E02003240,40
E02003241,43
E02003242,45
E02003243,33
E02003244,34
E02003245,33
E02003246,32
E02003247,36
E02003248,31
E02003249,34
E02003250,33
E02003251,45
E02003252,34
E02003253,36
E02003254,47
E02003255,36
E02003257,34
E02006877,35
E02006878,32
E02003258,44
E02003259,37
E02003260,33
E02003261,42
E02003262,36
E02003263,36
E02003264,38
E02003265,42
E02003266,35
E02003267,30
E02003268,31
E02003269,37
E02003270,37
E02003271,38
E02003272,29
E02003273,34
E02003274,30
E02003276,29
E02003277,33
E02003278,32
E02006937,32
E02006938,29
E02003279,48
E02003280,42
E02003281,49
E02003282,42
E02003283,41
E02003284,39
E02003285,36
E02003286,45
E02003287,44
E02003288,34
E02003289,41
E02003290,44
E02003291,41
E02003292,35
E02003293,39
E02003294,51
E02003295,42
E02003296,46
E02003297,41
E02003298,43
E02003299,46
E02003300,37
E02003301,35
E02003302,35
E02003303,36
E02003304,41
E02003305,40
E02003307,37
E02003308,35
E02003309,41
E02003311,36
E02003312,32
E02003313,32
E02006859,34
E02006926,36
E02007004,33
E02007005,32
E02003616,50
E02003617,49
E02003618,45
E02003619,44
E02003620,47
E02003621,48
E02003622,39
E02003623,38
E02003624,40
E02003625,39
E02003626,41
E02003627,37
E02003628,32
E02003629,36
E02003630,34
E02003631,42
E02003632,39
E02003633,37
E02003635,34
E02007010,38
E02007011,34
E02003599,39
E02003600,44
E02003601,44
E02003602,49
E02003603,38
E02003604,36
E02003605,36
E02003606,45
E02003607,39
E02003608,42
E02003609,39
E02003610,43
E02003611,42
E02003612,40
E02003613,44
E02003614,40
E02003615,44
E02003636,45
E02003637,45
E02003638,45
E02003639,39
E02003640,44
E02003641,43
E02003642,35
E02003643,35
E02003644,37
E02003645,42
E02003646,37
E02003647,37
E02003648,37
E02003649,46
E02003650,51
E02003651,46
E02003719,35
E02003720,35
E02003721,36
E02003722,38
E02003723,23
E02003724,35
E02003725,23
E02003726,31
E02003727,32
E02003728,33
E02003729,38
E02003731,32
E02007086,32
E02007087,30
E02003732,39
E02003733,45
E02003734,42
E02003735,42
E02003736,46
E02003737,40
E02003738,45
E02003739,46
E02003740,47
E02006825,48
E02003742,51
E02003743,38
E02003744,42
E02003745,47
E02003746,42
E02003747,44
E02003748,46
E02003749,47
E02003750,49
E02003751,47
E02003752,42
E02003753,41
E02003754,49
E02003755,44
E02003756,46
E02003757,45
E02003758,42
E02003759,49
E02003760,34
E02003761,47
E02003762,39
E02003763,42
E02003764,37
E02003765,44
E02003766,39
E02003767,50
E02003768,48
E02003769,50
E02003770,39
E02003771,44
E02003772,48
E02003773,40
E02003774,44
E02003775,44
E02003776,45
E02003777,37
E02003778,40
E02003780,40
E02003781,42
E02003784,46
E02003785,41
E02003786,46
E02003787,49
E02003788,42
E02003789,43
E02003790,49
E02003791,45
E02003792,45
E02003793,45
E02006873,34
E02006874,40
E02007085,45
E02004424,45
E02004425,42
E02004426,43
E02004427,47
E02004428,44
E02004429,49
E02004430,42
E02004431,37
E02004432,46
E02004433,40
E02004434,39
E02004435,35
E02004436,35
E02004437,37
E02004438,35
E02004439,32
E02004440,36
E02004441,39
E02004442,33
E02004443,36
E02004444,41
E02004445,37
E02004446,49
E02004447,53
E02004448,44
E02004449,42
E02004450,51
E02004451,46
E02004452,45
E02004453,38
E02004454,39
E02004455,44
E02004456,38
E02004457,39
E02004458,42
E02004459,47
E02004460,40
E02004461,36
E02004462,38
E02004463,46
E02004464,49
E02004465,46
E02004466,41
E02004467,38
E02004468,46
E02004469,42
E02004470,36
E02004471,40
E02004472,46
E02004473,43
E02004474,47
E02004475,46
E02004476,47
E02004477,52
E02004478,45
E02004479,46
E02004480,40
E02004481,54
E02004482,39
E02004483,49
E02004484,49
E02004485,39
E02004486,44
E02004487,41
E02004488,39
E02004489,41
E02004490,38
E02004491,42
E02004492,39
E02004493,37
E02004495,48
E02004496,41
E02004497,48
E02004498,41
E02004499,42
E02004500,49
E02004501,46
E02004502,50
E02004503,42
E02004504,42
E02004505,48
E02006978,32
E02006979,33
E02004506,48
E02004507,37
E02004508,48
E02004512,37
E02004513,25
E02004514,46
E02004515,41
E02004516,31
E02004517,41
E02004518,37
E02004519,48
E02004520,32
E02004521,39
E02004522,40
E02004523,36
E02004524,49
E02004525,48
E02004526,56
E02006922,43
E02007056,33
E02007057,34
E02004527,45
E02004528,48
E02004529,48
E02004530,43
E02004531,43
E02004532,43
E02004533,41
E02004534,38
E02004535,45
E02004536,47
E02004537,37
E02004538,42
E02004539,39
E02004540,42
E02004541,41
E02004542,43
E02004543,37
E02004544,36
E02004545,36
E02004546,36
E02004547,35
E02004548,38
E02004549,37
E02004550,36
E02004551,38
E02004552,42
E02004553,35
E02004554,38
E02004555,50
E02004556,50
E02004557,43
E02004558,48
E02004559,48
E02004560,47
E02004561,50
E02004562,48
E02004563,53
E02004564,49
E02004566,40
E02004567,47
E02004568,40
E02004569,41
E02004570,47
E02004571,48
E02004572,44
E02006980,47
E02006981,46
E02004573,42
E02004574,40
E02004575,47
E02004576,50
E02004577,46
E02004578,57
E02004579,52
E02004580,58
E02004581,48
E02004582,56
E02004583,50
E02004584,63
E02004585,46
E02004586,51
E02004587,42
E02004588,42
E02004589,48
E02004590,56
E02004591,46
E02004592,43
E02004593,47
E02004594,45
E02004595,42
E02004596,40
E02004597,41
E02004598,44
E02004599,47
E02004843,44
E02004844,39
E02004845,40
E02004846,46
E02004847,37
E02004848,39
E02004849,45
E02004850,40
E02004851,40
E02004852,38
E02004853,39
E02004854,39
E02004855,35
E02004856,43
E02004857,45
E02004858,42
E02004859,48
E02004860,36
E02004861,50
E02004862,39
E02004863,36
E02004864,46
E02004865,40
E02004866,40
E02004867,42
E02004868,35
E02004869,42
E02004870,36
E02004871,39
E02004872,43
E02004873,38
E02004874,40
E02004875,36
E02004876,44
E02004877,45
E02004896,47
E02004897,43
E02004898,41
E02004899,43
E02004900,45
E02004901,36
E02004902,37
E02004903,38
E02004904,38
E02004905,42
E02004906,36
E02004907,42
E02004908,45
E02004909,38
E02004910,41
E02004911,41
E02004912,43
E02004914,39
E02004915,40
E02004916,46
E02004917,45
E02004918,37
E02004919,40
E02004920,43
E02004921,42
E02004922,46
E02004923,46
E02007088,48
E02007089,38
E02004956,43
E02004957,39
E02004958,44
E02004959,47
E02004960,46
E02004961,42
E02004962,41
E02004963,39
E02004964,40
E02004965,43
E02004966,46
E02004967,36
E02004968,38
E02004969,40
E02004970,38
E02004971,36
E02004972,41
E02004973,34
E02004974,39
E02004975,41
E02004976,34
E02004977,34
E02004978,34
E02004979,40
E02005503,49
E02005504,53
E02005505,46
E02005506,50
E02005507,44
E02005508,51
E02005509,51
E02005510,54
E02005511,48
E02005512,43
E02005513,42
E02005514,51
E02005515,48
E02005516,50
E02005517,35
E02005518,40
E02005519,37
E02005520,50
E02005521,50
E02005522,50
E02005523,43
E02005524,50
E02005525,46
E02005526,47
E02005527,46
E02005528,46
E02005529,53
E02005530,48
E02005531,46
E02005532,43
E02005533,49
E02005534,50
E02005535,44
E02005536,51
E02005537,50
E02005538,54
E02005539,52
E02005540,54
E02005541,46
E02005542,37
E02005543,35
E02005544,36
E02005545,49
E02005546,41
E02005547,46
E02005548,41
E02005549,52
E02005550,46
E02005551,61
E02005552,57
E02005553,59
E02005554,56
E02005555,51
E02005556,44
E02005557,34
E02005558,49
E02005559,41
E02005560,35
E02005561,36
E02005562,52
E02005563,48
E02005564,45
E02005565,46
E02005566,49
E02005567,48
E02005568,52
E02005569,44
E02005570,59
E02005571,57
E02005572,56
E02005573,59
E02005574,57
E02005575,55
E02005576,57
E02005577,52
E02005578,49
E02005580,49
E02005581,51
E02005582,52
E02005583,58
E02007032,51
E02007033,49
E02005584,37
E02005585,35
E02005586,35
E02005587,39
E02005588,31
E02005589,31
E02005592,34
E02005593,21
E02005594,38
E02005595,47
E02005596,37
E02006907,34
E02006908,37
E02007052,36
E02007053,29
E02005598,43
E02005599,42
E02005600,47
E02005601,52
E02005602,47
E02005603,39
E02005604,49
E02005605,47
E02005606,51
E02005607,47
E02005608,52
E02005609,50
E02005610,52
E02005611,47
E02007054,34
E02007055,47
E02006227,55
E02006228,49
E02006229,52
E02006230,48
E02006231,45
E02006232,50
E02006233,47
E02006234,40
E02006235,52
E02006236,51
E02006237,50
E02006245,41
E02006246,44
E02006247,36
E02006248,41
E02006249,43
E02006250,34
E02006251,34
E02006252,37
E02006253,47
E02006254,36
E02006255,36
E02006256,35
E02006257,42
E02006258,37
E02006259,39
E02006260,37
E02006261,53
E02006262,52
E02006263,53
E02006264,47
E02006265,50
E02006266,51
E02006267,51
E02006268,46
E02006269,46
E02006270,38
E02006271,39
E02006272,50
E02004924,42
E02004925,41
E02004926,44
E02004927,45
E02004928,45
E02004929,46
E02004930,42
E02004931,42
E02004932,39
E02004933,42
E02004934,36
E02004935,35
E02004936,39
E02004937,46
E02004939,40
E02004940,37
E02004941,40
E02004942,44
E02004943,47
E02007090,42
E02004980,49
E02004981,42
E02004982,43
E02004983,39
E02004984,42
E02004985,46
E02004986,34
E02004987,37
E02004988,36
E02004989,27
E02004990,38
E02004991,31
E02004992,24
E02004994,46
E02004995,48
E02007092,41
E02004878,42
E02004880,42
E02004881,40
E02004882,39
E02004883,44
E02004884,39
E02004885,42
E02004886,43
E02004887,47
E02004888,45
E02004889,41
E02004890,42
E02004891,43
E02004892,38
E02004893,37
E02004894,40
E02004895,42
E02007093,48
E02004944,34
E02004945,39
E02004946,39
E02004948,39
E02004949,38
E02004950,37
E02004951,34
E02004952,39
E02004953,37
E02004954,38
E02004955,40
E02007091,42
E02006287,58
E02006288,50
E02006289,51
E02006290,53
E02006291,51
E02006292,51
E02006293,46
