MSOA21CD,Medianage
E02006294,53
E02006295,47
E02006296,45
E02006297,51
E02006298,48
E02006299,59
E02006300,42
E02006301,50
E02006302,54
E02006303,39
E02006304,51
E02006305,35
E02006306,46
E02006307,54
E02006308,42
E02006309,49
E02006310,43
E02006311,50
E02006312,50
E02006313,52
E02006314,50
E02006315,57
E02006316,54
E02006238,45
E02006239,30
E02006240,33
E02006241,40
E02006242,35
E02006243,39
E02006273,52
E02006274,42
E02006275,39
E02006276,46
E02006277,40
E02006278,41
E02006279,47
E02006280,49
E02006281,50
E02006282,54
E02006283,43
E02006284,40
E02006285,39
E02006286,39
E02006826,40
E02000001,37
E02000002,33
E02000003,34
E02000004,37
E02000005,33
E02000007,33
E02000008,35
E02000009,32
E02000010,34
E02000011,35
E02000012,33
E02000013,34
E02000014,34
E02000015,33
E02000016,30
E02000017,34
E02000018,33
E02000019,33
E02000020,32
E02000021,34
E02000022,30
E02000023,30
E02006799,33
E02000024,43
E02000025,40
E02000026,42
E02000027,40
E02000028,40
E02000029,37
E02000030,44
E02000031,41
E02000032,44
E02000033,40
E02000034,40
E02000035,40
E02000036,37
E02000037,37
E02000038,40
E02000039,39
E02000040,37
E02000041,37
E02000042,39
E02000043,41
E02000044,36
E02000045,38
E02000046,37
E02000047,35
E02000048,39
E02000049,33
E02000050,38
E02000051,40
E02000052,38
E02000054,36
E02000055,33
E02000056,42
E02000057,31
E02000058,38
E02000059,36
E02000060,30
E02000061,38
E02000062,35
E02000063,37
E02000064,35
E02006953,31
E02006954,33
E02000065,34
E02000066,36
E02000067,35
E02000068,33
E02000069,37
E02000070,42
E02000071,38
E02000072,33
E02000073,42
E02000074,37
E02000075,45
E02000077,40
E02000078,40
E02000079,40
E02000080,39
E02000081,41
E02000082,40
E02000083,36
E02000084,41
E02000085,39
E02000086,43
E02000087,43
E02000088,41
E02000089,42
E02000090,39
E02000091,43
E02000092,39
E02006785,40
E02000093,36
E02000094,35
E02000095,37
E02000096,41
E02000097,37
E02000098,38
E02000099,33
E02000100,39
E02000101,36
E02000102,33
E02000103,35
E02000104,38
E02000105,35
E02000106,35
E02000107,36
E02000108,35
E02000110,36
E02000111,35
E02000112,36
E02000113,34
E02000114,35
E02000115,35
E02000116,35
E02000117,35
E02000118,35
E02000119,33
E02000120,35
E02000121,34
E02000122,39
E02000123,36
E02000124,36
E02000125,38
E02000126,34
E02006955,29
E02006956,32
E02000127,37
E02000128,40
E02000130,39
E02000131,35
E02000132,38
E02000133,44
E02000134,38
E02000135,36
E02000136,43
E02000137,42
E02000138,45
E02000139,39
E02000140,35
E02000141,39
E02000142,41
E02000144,37
E02000145,36
E02000146,39
E02000147,45
E02000148,45
E02000149,38
E02000150,43
E02000151,45
E02000152,37
E02000153,43
E02000154,41
E02000155,46
E02000156,46
E02000157,45
E02000158,41
E02000159,47
E02000160,45
E02000161,42
E02000162,45
E02000163,45
E02000165,41
E02006782,41
E02006787,41
E02006789,50
E02000166,42
E02000167,42
E02000168,37
E02000169,40
E02000170,36
E02000171,37
E02000172,33
E02000173,36
E02000174,34
E02000175,33
E02000176,38
E02000177,34
E02000178,33
E02000179,36
E02000180,32
E02000181,34
E02000182,35
E02000183,38
E02000184,30
E02000185,35
E02000186,32
E02000187,29
E02000188,30
E02000191,26
E02000192,34
E02000193,33
E02007115,28
E02000194,37
E02000195,40
E02000196,37
E02000197,38
E02000198,36
E02000199,38
E02000200,37
E02000201,36
E02000202,37
E02000203,37
E02000204,36
E02000206,35
E02000207,36
E02000208,33
E02000209,34
E02000210,37
E02000211,43
E02000212,33
E02000213,33
E02000214,42
E02000215,35
E02000216,39
E02000217,34
E02000218,38
E02000219,49
E02000221,35
E02000222,37
E02000223,30
E02000224,36
E02000225,37
E02000226,45
E02000227,40
E02000228,45
E02000229,36
E02000230,40
E02000231,44
E02000232,45
E02000233,38
E02000234,38
E02000235,43
E02000236,38
E02000237,44
E02006788,36
E02006987,32
E02006988,35
E02000238,36
E02000239,38
E02000240,36
E02000241,37
E02000242,38
E02000243,39
E02000244,38
E02000245,33
E02000246,35
E02000247,36
E02000248,37
E02000249,37
E02000250,43
E02000251,38
E02000252,29
E02000253,37
E02000254,38
E02000255,37
E02000256,37
E02000258,35
E02000259,39
E02000260,37
E02000261,33
E02000262,35
E02000263,36
E02000264,37
E02000265,36
E02000266,34
E02000267,38
E02000268,39
E02000269,39
E02000270,34
E02000271,40
E02000272,42
E02000275,37
E02000276,37
E02006791,37
E02006968,38
E02006969,35
E02006970,34
E02006971,36
E02000277,35
E02000278,34
E02000279,32
E02000280,40
E02000281,36
E02000282,31
E02000283,34
E02000284,39
E02000285,43
E02000286,42
E02000287,43.5
E02000288,32
E02000289,44
E02000290,32
E02000291,38
E02000292,37
E02000293,46
E02000294,36
E02000295,40
E02000296,38
E02000297,43
E02000298,43
E02000299,35
E02000300,34
E02000301,34
E02000302,40
E02000303,34
E02000304,44
E02000305,40
E02000306,33
E02000307,36
E02000308,36
E02000309,33
E02000311,37
E02000312,38
E02006793,33
E02000313,36
E02000314,32
E02000315,33
E02000317,34
E02000318,35
E02000319,35
E02000320,36
E02000321,35
E02000323,33
E02000324,35
E02000326,37
E02000327,33
E02000328,40
E02000329,39
E02000331,35
E02000332,40
E02000333,40
E02000334,38
E02000335,41
E02000337,37
E02000339,42
E02000340,41
E02000341,36
E02000342,33
E02000343,39
E02000344,40
E02006786,36
E02006927,36
E02006928,30
E02006930,34
E02006931,35
E02006991,32
E02006992,33
E02006993,30
E02006994,33
E02000345,25
E02000346,32
E02000347,27
E02000348,27
E02000350,32
E02000351,33
E02000352,35
E02000353,34
E02000354,33
E02000355,34
E02000356,35
E02000357,34
E02000358,34
E02000359,34
E02000360,33
E02000361,32
E02000362,33
E02000363,32
E02000364,34
E02000366,35
E02000367,32
E02000368,33
E02000369,33
E02000370,32
E02006918,32
E02006921,27
E02007108,32
E02007109,34
E02007110,31
E02007111,30
E02000372,34
E02000373,32
E02000374,32
E02000375,33
E02000376,33
E02000377,34
E02000378,34
E02000379,37
E02000380,36
E02000381,36
E02000382,36
E02000383,35
E02000384,33
E02000385,31
E02000386,32
E02000387,33
E02000388,33
E02000389,35
E02000390,32
E02000391,34
E02000392,32
E02000393,32
E02000394,33
E02000395,36
E02000396,34
E02000397,36
E02000398,35
E02000400,37
E02000401,37
E02000402,36
E02000403,36
E02000404,36
E02000405,41
E02000406,36
E02000407,36
E02000408,35
E02000409,36
E02000410,40
E02000411,31
E02000412,35
E02000413,39
E02000414,36
E02000415,36
E02000416,35
E02000417,41
E02000418,42
E02000419,35
E02000420,36
E02000421,33
E02000422,35
E02000423,34
E02000424,38
E02000425,25
E02000426,40
E02000427,35
E02000428,32
E02000429,41
E02000430,37
E02000431,38
E02000432,35
E02006794,34
E02000433,44
E02000434,39
E02000435,39
E02000436,47
E02000437,40
E02000438,40
E02000439,35
E02000440,40
E02000441,40
E02000442,35
E02000443,35
E02000444,37
E02000445,35
E02000447,38
E02000448,42
E02000449,37
E02000451,42
E02000452,34
E02000453,36
E02000454,41
E02000455,34
E02000456,37
E02000457,39
E02000459,36
E02000460,35
E02000461,35
E02000462,37
E02000463,38
E02006795,38
E02006882,39
E02000464,37
E02000465,36
E02000466,38
E02000467,33
E02000468,39
E02000469,37
E02000470,39
E02000471,45
E02000472,40
E02000473,39
E02000474,37
E02000475,42
E02000476,35
E02000477,42
E02000478,49
E02000479,35
E02000480,33
E02000481,43
E02000482,47
E02000483,42
E02000484,42
E02000485,40
E02000486,44
E02000487,48
E02000488,45
E02000489,39
E02000490,38
E02000491,35
E02000492,43
E02000493,35
E02000494,47
E02000495,40
E02000496,42
E02000497,40
E02000498,43
E02000499,44
E02000500,44
E02000501,40
E02000502,37
E02000503,39
E02000504,43
E02000506,44
E02000507,37
E02000508,31
E02000509,28
E02000510,38
E02000511,37
E02000512,35
E02000513,33
E02000514,35
E02000515,33
E02000516,36
E02000517,34
E02000518,34
E02000519,35
E02000520,34
E02000521,33
E02000522,35
E02000523,34
E02000524,36
E02000525,34
E02006796,37
E02000526,39
E02000529,35
E02000530,33
E02000531,37
E02000532,42
E02000533,40
E02000534,38
E02000535,37
E02000536,36
E02000537,37
E02000538,36
E02000539,36
E02000540,35
E02000541,37
E02000542,35
E02000543,34
E02000544,40
E02000545,37
E02000546,36
E02000547,36
E02000548,35
E02000549,37
E02000550,35
E02000551,35
E02000552,36
E02000553,38
E02006792,37
E02006972,34
E02006973,37
E02000554,34
E02000555,34
E02000556,32
E02000557,35
E02000558,32
E02000559,33
E02000560,32
E02000561,35
E02000562,34
E02000563,33
E02000564,31
E02000565,33
E02000566,34
E02000567,34
E02000568,31
E02000569,34
E02000570,34
E02000571,33
E02000572,32
E02000573,33
E02000574,33
E02000575,31
E02000576,31
E02000577,36
E02000578,37
E02000579,38
E02000580,39
E02000581,38
E02000582,37
E02000583,41
E02000584,40
E02000585,39
E02000586,38
E02000587,41
E02000588,41
E02000589,35
E02000590,41
E02000591,36
E02000592,36
E02000593,35
E02000594,49
E02000595,42
E02000596,36
E02000597,40
E02000598,43
E02000599,45
E02000600,37
E02000601,37
E02000602,32
E02000603,35
E02000604,39
E02000605,41
E02000606,34
E02000607,36
E02000608,35
E02000609,42
E02000610,36
E02000611,44
E02000612,43
E02000613,38
E02000614,37
E02000615,40
E02000616,40
E02000617,39
E02000619,35
E02000620,33
E02000621,31
E02000622,32
E02000623,35
E02000624,32
E02000625,31
E02000626,34
E02000627,31
E02000628,32
E02000629,31
E02000630,32
E02000631,33
E02000632,29
E02000633,31
E02000634,31
E02000635,33
E02000636,31
E02000637,32
E02000638,32
E02000639,34
E02000640,31
E02000641,33
E02000642,36
E02000643,33
E02000644,35
E02000645,36
E02000646,35
E02000647,37
E02000648,36
E02000649,34
E02000650,36
E02000651,36
E02000652,36
E02006801,30
E02000653,31
E02000654,32
E02000655,31
E02000657,31
E02000658,34
E02000659,35
E02000660,33
E02000661,38
E02000662,34
E02000663,36
E02000665,37
E02000666,36
E02000667,36
E02000668,37
E02000669,35
E02000670,35
E02000671,36
E02000672,35
E02000673,36
E02000674,38
E02000675,38
E02000676,36
E02000677,39
E02000678,36
E02000679,36
E02000680,35
E02000681,38
E02000682,35
E02000683,37
E02000685,37
E02000686,35
E02000687,38
E02006783,35
E02006784,39
E02006798,33
E02007008,31
E02007009,35
E02000689,35
E02000690,48
E02000691,36
E02000692,40
E02000693,34
E02000694,35
E02000695,37
E02000696,34
E02000697,35
E02000698,42
E02000699,37
E02000700,35
E02000701,37
E02000702,35
E02000703,42
E02000704,37
E02000705,38
E02000706,35
E02000707,35
E02000708,39
E02000709,41
E02000710,38
E02000711,36
E02000712,38
E02000713,40
E02000714,34
E02000715,31
E02000716,33
E02000717,32
E02000718,31
E02000719,34
E02000720,33
E02000721,32
E02000722,33
E02000723,33
E02000724,31
E02000725,31
E02000727,32
E02000728,34
E02000729,34
E02000730,33
E02000731,33
E02000732,31
E02000733,33
E02000734,34
E02000735,33
E02000736,32
E02000737,33
E02000738,33
E02000739,32
E02000740,33
E02000741,34
E02000742,32
E02000743,31
E02000744,33
E02000745,34
E02000746,31
E02000747,31
E02000748,35
E02000749,33
E02006995,28
E02006996,29
E02006997,30
E02006998,32
E02006999,31
E02000751,44
E02000752,35
E02000753,36
E02000754,39
E02000755,39
E02000756,36
E02000757,38
E02000758,38
E02000759,37
E02000760,37
E02000762,39
E02000763,36
E02000764,40
E02000765,35
E02000767,36
E02000768,41
E02000770,35
E02000772,34
E02000773,33
E02000774,33
E02000776,34
E02000777,40
E02000779,33
E02000781,33
E02000782,31
E02000783,31
E02006800,33
E02006924,36
E02006925,38
E02007017,35
E02007018,33
E02007019,32
E02007020,32
E02000784,44
E02000785,43
E02000786,39
E02000787,38
E02000788,41
E02000789,42
E02000790,40
E02000791,40
E02000792,43
E02000793,41
E02000794,40
E02000795,44
E02000796,40
E02000797,38
E02000798,40
E02000799,40
E02000800,42
E02000801,41
E02000802,43
E02000803,43
E02000804,42
E02000805,43
E02000806,44
E02000807,33
E02000808,30
E02000810,32
E02000812,31
E02000813,32
E02000814,33
E02000815,28
E02000816,33
E02000817,34
E02000818,32
E02000819,32
E02000820,32
E02000821,33
E02000822,32
E02000823,34
E02000824,32
E02000825,32
E02000826,33
E02000827,34
E02000828,32
E02000829,33
E02000830,34
E02000831,33
E02000832,35
E02000833,34
E02000834,34
E02000835,35
E02000836,36
E02000837,41
E02000838,36
E02000839,38
E02006802,31
E02006941,33
E02006942,31
E02000840,35
E02000841,36
E02000842,41
E02000843,35
E02000844,37
E02000845,38
E02000846,40
E02000847,41
E02000848,40
E02000849,39
E02000850,41
E02000851,35
E02000852,39
E02000853,38
E02000854,41
E02000855,44
E02000856,40
E02000857,38
E02000858,35
E02000859,43
E02000860,37
E02000861,46
E02000863,44
E02006836,44
E02000864,32
E02000865,31
E02000866,33
E02000867,31
E02000868,31
E02000869,33
E02000870,31
E02000871,30
E02000872,30
E02000873,27
E02000874,30
E02000875,30
E02000876,30
E02000877,30
E02000878,29
E02000879,30
E02000880,29
E02000881,29
E02000882,30
E02000883,29
E02000884,28
E02000885,31
E02000886,31
E02000887,30
E02000888,31
E02000889,31
E02000890,35
E02000893,33
E02000894,32
E02006853,30
E02006854,31
E02007112,29
E02007113,30
E02007114,29
E02000895,43
E02000896,42
E02000897,39
E02000898,41
E02000899,39
E02000900,36
E02000901,38
E02000902,35
E02000903,34
E02000904,36
E02000905,35
E02000906,35
E02000907,33
E02000908,33
E02000909,36
E02000910,34
E02000911,34
E02000912,35
E02000913,35
E02000914,34
E02000915,36
E02000916,34
E02000917,34
E02000918,35
E02000919,34
E02000920,34
E02000921,34
E02000922,34
E02000923,37
E02000925,34
E02000926,33
E02000927,33
E02000928,36
E02000929,33
E02000930,30
E02000931,31
E02000932,32
E02000933,37
E02000934,32
E02000935,28
E02000936,34
E02000937,34
E02000938,37
E02000939,36
E02000940,33
E02000941,33
E02000942,36
E02000943,31
E02000944,34
E02000945,32
E02000946,33
E02000947,34
E02000948,31
E02000949,34
E02000950,36
E02000951,32
E02000952,32
E02000953,32
E02000954,32
E02000955,32
E02000956,31
E02000957,32
E02000958,36
E02000959,35
E02007083,31
E02007084,32
E02000960,39
E02000961,35
E02000962,37
E02000963,35
E02000964,35
E02000965,35
E02000966,39
E02000967,33
E02000968,33
E02000969,34
E02000970,38
E02000971,34
E02000972,34
E02000973,36
E02000974,33
E02000975,33
E02000976,34
E02000977,36
E02000978,38
E02000979,35
E02000980,36
E02000981,36
E02000982,38
E02000983,36
E02003314,47
E02003315,44
E02003316,38
E02003317,40
E02003318,45
E02003319,36
E02003320,33
E02003321,37
E02003322,30
E02003323,36
E02003324,35
E02003325,33
E02003326,37
E02003327,39
E02003328,33
E02003329,35
E02003330,37
E02003331,41
E02003332,42
E02003333,34
E02003334,36
E02003335,31
E02003336,45
E02003337,39
E02003338,40
E02003339,43
E02003340,39
E02003341,42
E02003342,44
E02003343,50
E02003344,39
E02003345,39
E02003346,42
E02003347,35
E02003348,48
E02003349,43
E02003350,41
E02003351,40
E02003352,50
E02003353,38
E02003354,41
E02003355,36
E02003356,43
E02003357,36
E02003358,35
E02003359,38
E02003360,37
E02003361,39
E02003362,39
E02003363,42
E02003364,41
E02003365,43
E02003366,38
E02003367,44
E02003368,48
E02003369,46
E02003370,47
E02003371,46
E02003372,43
E02003373,42
E02003374,41
E02003375,42
E02003376,46
E02003377,45
E02003378,45
E02003379,38
E02003380,41
E02003381,42
E02003382,41
E02003383,41
E02003384,50
E02003385,36
E02003386,41
E02003387,44
E02003388,45
E02003389,44
E02003390,45
E02003391,42
E02003392,36
E02003393,42
E02003394,35
E02003395,33
E02003396,35
E02003397,39
E02003398,31
E02003400,26
E02003401,36
E02003402,31
E02003403,39
E02003404,24
E02003405,33
E02003406,37
E02006939,32
E02006940,30
E02003407,34
E02003408,34
E02003409,36
E02003410,33
E02003411,33
E02003412,36
E02003414,34
E02003415,32
E02003416,36
E02003417,35
E02003418,36
E02003419,36
E02003420,36
E02007068,32
E02007069,34
E02003421,44
E02003422,48
E02003423,38
E02003424,43
E02003425,36
E02003426,44
E02003427,37
E02003428,42
E02003429,45
E02003430,35
E02003431,41
E02003432,40
E02003433,41
E02003434,41
E02003435,43
E02003436,47
E02003437,46
E02003438,46
E02003439,48
E02003440,43
E02003441,47
E02003442,38
E02003443,40
E02003444,40
E02003445,41
E02003446,38
E02003447,39
E02003448,41
E02003449,39
E02003450,37
E02003451,41
E02003452,38
E02003453,44
E02003454,42
E02003455,37
E02003456,37
E02003457,47
E02003458,45
E02003459,47
E02003460,43
E02003461,44
E02003462,41
E02003463,44
E02003464,36
E02003465,48
E02003466,35
E02003467,38
E02003468,40
E02003469,43
E02003470,32
E02003471,38
E02003472,32
E02003473,40
E02003474,38
E02003476,34
E02003478,40
E02003479,34
E02003480,39
E02003481,34
E02003482,39
E02003483,37
E02003484,40
E02003485,39.5
E02003486,37
E02003487,41
E02003488,37
E02003489,41
E02003490,31
E02007012,34
E02007013,31
E02007014,37
E02007015,33
E02007016,35
E02003491,42
E02003492,20
E02003493,46
E02003494,45
E02003495,41
E02003496,41
E02003497,45
E02003498,32
E02003499,31
E02003500,39
E02003501,41
E02003502,40
E02003503,41
E02003504,36
E02003505,28
E02003506,38
E02003507,44
E02003508,30
E02003509,37
E02003510,40
E02003511,40
E02003512,30
E02003513,45
E02003514,35
E02003515,37
E02003516,37
E02003517,31
E02003518,43
E02003519,36
E02003520,34
E02003521,40
E02003522,40
E02003523,52
E02003524,36
E02003525,35
E02003526,49
E02003527,40
E02003529,39
E02003530,38
E02003531,44
E02003532,38
E02003533,36
E02003534,36
E02003535,34
E02003536,33
E02003537,39
E02003538,33
E02003540,41
E02003541,25
E02003542,32
E02003543,28
E02003544,36
E02003545,37
E02003546,42
E02003547,40
E02003548,38
E02006821,42
E02006975,20
E02006976,34
E02003549,29
E02003550,40
E02003551,30
E02003552,42
E02003553,26
E02003554,41
E02003555,37
E02003556,41
E02003557,30
E02003558,35
E02003559,41
E02003560,35
E02003561,29
E02003562,39
E02003563,37
E02003564,39
E02003565,26
E02003566,40
E02003567,36
E02003568,33
E02003569,35
E02003570,27
E02003571,24
E02003572,41
E02003573,38
E02003574,42
E02003575,35
E02003576,37
E02003578,40
E02003579,36
E02003580,35
E02007074,25
E02007075,31
E02003581,44
E02003582,49
E02003583,48
E02003584,49
E02003585,56
E02003586,49
E02003587,43
E02003588,41
E02003589,38
E02003590,60
E02003591,46
E02003592,59
E02003593,56
E02003594,51
E02003595,57
E02003596,54
E02003597,55
E02003598,56
E02003652,39
E02003653,41
E02003654,49
E02003655,46
E02003656,46
E02003657,46
E02003658,41
E02003659,42
E02003660,46
E02003661,46
E02003662,39
E02003663,32
E02003664,34
E02003665,37
E02003666,36
E02003667,37
E02003668,45
E02003669,34
E02003670,40
E02003671,36
E02003672,44
E02003673,46
E02003674,48
E02003675,40
E02003676,50
E02003677,39
E02003678,43
E02003679,39
E02003680,48
E02003681,44
E02003682,44
E02003683,42
E02003685,47
E02003686,47
E02003687,44
E02003688,44
E02003689,45
E02003690,44
E02003691,45
E02003692,46
E02003693,47
E02003694,41
E02003695,41
E02003696,49
E02003697,48
E02003698,49
E02003699,45
E02003701,39
E02003702,47
E02003703,36
E02003704,45
E02003705,34
E02003706,37
E02003707,35
E02003708,33
E02003709,36
E02003710,32
E02003711,35
E02003712,44
E02003713,47
E02003714,41
E02003715,48
E02003716,47
E02003717,47
E02003718,43
E02006823,48
E02006824,46
E02004356,41
E02004357,38
E02004358,44
E02004359,49
E02004361,46
E02004362,41
E02004363,47
E02004364,49
E02004365,35
E02004366,45
E02004367,61
E02006857,46
E02006858,51
E02004368,42
E02004369,53
E02004370,37
E02004371,39
E02004372,34.5
E02004373,42
E02004374,47
E02004375,45
E02004376,40
E02004377,47
E02004378,43
E02004379,48
E02004380,50
E02004381,46
E02004382,49
E02004383,47
E02004384,47
E02004385,48
E02004386,45
E02004387,36
E02004388,44
E02004389,57
E02004390,53
E02004391,52
E02004392,48
E02004393,56
E02004394,53
E02004395,53
E02004396,56
E02004397,49
E02004398,39
E02004399,53
E02004400,62
E02004401,60
E02004402,51
E02004403,49
E02004404,49
E02004405,47
E02004406,53
E02004407,51
E02004408,43
E02004409,52
E02004410,52
E02004411,46
E02004412,48
E02004413,50
E02004414,43
E02004415,51
E02004416,53
E02004417,48
E02004418,47
E02004419,42
E02004420,48
E02004421,47
E02004422,49
E02004423,55
E02004675,42
E02004676,48
E02004677,47
E02004678,48
E02004679,39
E02004680,39
E02004681,33
E02004682,39
E02004683,36.5
E02004684,36
E02004685,36
E02004686,36
E02004687,35
E02004688,40
E02004689,50
E02004690,41
E02004691,51
E02004692,52
E02004693,38
E02004694,44
E02004695,39
E02004696,44
E02004697,47
E02004698,39
E02004699,47
E02004700,34
E02004702,41
E02004703,50
E02004704,47
E02004705,45
E02004706,49
E02004707,50
E02004708,43
E02004709,46
E02004710,48
E02006829,50
E02006838,53
E02004712,47
E02004713,45
E02004714,48
E02004715,38
E02004716,42
E02004717,35
E02004718,36
E02004719,43
E02004720,47
E02004721,35
E02004722,44
E02004723,44
E02004724,38
E02004725,47
E02004726,46
E02004727,41
E02004728,44
E02004729,43
E02004730,50
E02004731,48
E02004732,47
E02004733,46
E02004734,47
E02004735,51
E02004736,50
E02004737,39
E02004738,49
E02004739,52
E02004740,53
E02004741,46
E02004742,46
E02004743,43
E02004744,31
E02004745,40
E02004746,49
E02004747,44
E02004748,40
E02004749,52
E02004750,48
E02004751,46
E02004752,46
E02004753,39
E02004754,47
E02004755,40
E02004756,41
E02004757,49
E02004758,45
E02004759,45
E02004760,38
E02004761,40
E02004764,53
E02004765,48
E02004766,42
E02004767,36
E02004768,41
E02004769,34
E02004770,37
E02004771,36
E02004772,48
E02004774,53
E02004775,46
E02004776,57
E02004777,57
E02004778,57
E02006822,46
E02006830,38
E02006831,51
E02004779,53
E02004780,44
E02004781,42
E02004782,44
E02004783,43
E02004784,54
E02004785,55
E02004786,42
E02004787,55
E02004788,50
E02004789,46
E02004790,45
E02004791,41
E02004792,52
E02004793,55
E02004794,52
E02004795,54
E02004796,56
E02004797,48
E02004798,46
E02004799,53
E02004800,65
E02004801,62
E02004802,40
E02004803,37
E02004804,41
E02004805,41
E02004806,40
E02004807,39
E02004808,35
E02004809,31
E02004810,36
E02004811,43
E02004812,42
E02004813,40
E02004814,47
E02004815,35
E02004817,43
E02004818,46
E02004819,46
E02004820,46
E02004821,51
E02004822,50
E02004823,48
E02004824,55
E02004825,48
E02004826,44
E02004827,43
E02004828,46
E02007076,33
E02007077,32
E02007078,45
E02004829,44
E02004830,45
E02004831,42
E02004832,52
E02004833,39
E02004834,37
E02004835,37
E02004836,22
E02004837,44
E02004838,46
E02004839,50
E02004840,47
E02004841,42
E02004842,41
E02004996,45
E02004997,51
E02004998,46
E02005000,34
E02005001,42
E02005002,36
E02005003,33
E02005004,37
E02005005,42
E02005006,50
E02005007,46
E02005008,54
E02005009,50
E02007046,41
E02007047,35
E02005010,44
E02005011,56
E02005012,47
E02005013,51
E02005014,55
E02005015,42
E02005016,49
E02005017,48
E02005018,50
E02005019,46
E02005020,42
E02005021,22
E02005022,24
E02005023,26
E02005025,30
E02005026,43
E02005027,50
E02006855,31
E02006856,30
E02005028,32
E02005029,33
E02005030,35
E02005031,35
E02005032,36
E02005033,36
E02005034,42
E02005035,40
E02005036,37
E02005037,46
E02005038,46
E02005039,41
E02005040,50
E02005041,50
E02005042,53
E02005043,52
E02005044,55
E02005045,42
E02005046,35
E02005047,49
E02005048,53
E02005049,58
E02005050,48
E02005051,35
E02005052,39
E02005053,36
E02005054,52
E02005055,33
E02005056,36
E02005057,36
E02005058,36
E02005059,42
E02005060,37
E02005061,38
E02005062,40
E02005063,40
E02005064,49
E02005065,36
E02005066,51
E02005067,48
E02005068,42
E02005069,41
E02005070,47
E02005071,33.5
E02005072,45
E02005073,36
E02005074,47
E02005075,37
E02005076,35
E02005077,41
E02005078,49
E02005079,44
E02005080,35
E02005081,50
E02005082,40
E02005083,44
E02005084,46
E02005085,43
E02005086,45
E02005087,45
E02005088,38
E02005089,41
E02005090,52
E02005091,46
E02005093,51
E02005094,41
E02005095,46
E02005096,40
E02005097,43
E02005098,44
E02005099,47
E02005100,41
E02005101,47
E02006832,42
E02005102,55
E02005103,41
E02005104,43
E02005105,35
E02005106,39
E02005107,44
E02005109,58
E02005110,52
E02005111,55
E02005112,55
E02005113,54
E02005114,50
E02006879,39
E02006880,46
E02005115,32
E02005116,36
E02005117,50
E02005118,39
E02005119,41
E02005120,44
E02005121,36
E02005122,44
E02005123,38
E02005124,36
E02005125,37
E02005126,43
E02005127,46
E02005128,43
E02005129,43
E02005130,43
E02005131,48
E02005132,36
E02005133,54
E02005134,36
E02005135,38
E02005136,45
E02005137,38
E02005138,48
E02005139,59
E02005140,53
E02005141,51
E02005142,49
E02005143,43
E02005144,37
E02005145,48
E02005146,37
E02005147,43
E02005148,52
E02005149,40
E02005150,38
E02005151,42
E02005153,41
E02005154,45
E02005155,41
E02005156,48
E02005157,44
E02005158,47
E02005159,46
E02005160,37
E02005161,39
E02006833,44
E02005162,45
E02005163,42
E02005164,38
E02005165,47
E02005166,37
E02005167,47
E02005168,43
E02005169,36
E02005170,40
E02005171,40
E02005172,47
E02005173,45
E02005174,47
E02005175,47
E02005921,47
E02005922,36
E02005923,37
E02005924,34
E02005925,36
E02005926,46
E02005927,41
E02005928,40
E02005929,49
E02005930,43
E02005931,38
E02005932,37
E02005933,40
E02005934,42
E02005935,36
E02005936,39
E02005937,47
E02005938,41
E02005939,43
E02005940,45
E02005941,37
E02005942,38
E02005943,35
E02005944,34
E02005945,31
E02005946,38
E02005947,21
E02005948,31
E02005949,28
E02005950,26
E02005951,36
E02005953,31
E02005954,37
E02005955,35
E02005956,36
E02005957,34
E02007021,31
E02007116,31
E02005958,45
E02005959,47
E02005960,43
E02005961,48
E02005962,43
E02005963,47
E02005964,49
E02005965,49
E02005966,37
E02005967,35
E02005968,38
E02005969,45
E02005970,38
E02005971,41
E02005972,38
E02005973,47
E02005974,46
E02005975,49
E02005976,49
E02005977,48
E02005978,47
E02005979,41
E02005980,39
E02005981,44
E02005982,43
E02005983,40
E02005984,44
E02005985,41
E02005986,43
E02005987,40
E02005988,38
E02005991,43
E02005992,39
E02006886,43
E02005993,45
E02005994,48
E02005995,51
E02005996,46
E02005997,50
E02005998,46
E02005999,49
E02006000,43
E02006001,37
E02006002,42
E02006003,47
E02006004,42
E02006005,34
E02006006,43
E02006007,48
E02006317,43
E02006318,44
E02006319,40
E02006320,37
E02006321,43
E02006322,42
E02006323,41
E02006324,39
E02006325,43
E02006326,39
E02006327,44
E02006328,41
E02006329,45
E02006330,42
E02006331,45
E02006332,45
E02006333,43
E02006334,46
E02006335,45
E02006336,39
E02006337,44
E02006338,43
E02006339,38
E02006341,40
E02006342,38
E02006343,43
E02006837,44
E02006344,48
E02006345,33
E02006346,49
E02006347,43
E02006348,43
E02006349,36
E02006350,37
E02006351,41
E02006352,34
E02006353,41
E02006354,44
E02006355,22
E02006356,34
E02006357,42
E02006358,24
E02006359,44
E02006360,47
E02006361,50
E02006362,47
E02006363,46
E02006364,36
E02006365,48
E02006366,48
E02006367,50
E02006368,50
E02006369,54
E02006370,46
E02006371,46
E02006372,42
E02006373,49
E02006374,50
E02006375,44
E02006376,45
E02006377,48
E02006378,44
E02006379,36
E02006380,50
E02006381,48
E02006382,37
E02006383,42
E02006384,38
E02006385,36
E02006386,41
E02006387,40
E02006388,39
E02006389,42
E02006390,37
E02006391,39
E02006392,40
E02006393,31
E02006394,22
E02006395,39
E02006396,47
E02006397,46
E02006398,39
